date,code,rank,brand,product,price,like,img_url
20260406,2301047,1,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 7입 (공식수입),34000,170000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260331150034_0727381a5f5b485dbdc689f824b72a85.jpg
20260406,7608679,2,옵티젠,한국인 맞춤 비타민 옵티젠 이뮨 멀티비타민&미네랄 10입 / 1박스,29900,50000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260319090748_363d63a1a71e40f68adb7363ad9c3576.jpg
20260406,11866425,3,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 10입(7+3) - 스페셜 기프트 에디션 (공식수입),45000,7475,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260226110057_edc680514d624787891b50e6a1275160.jpg
20260406,556025,4,정관장,면역력 선물 [정관장] 에브리타임 레귤러 (10ml x 30포) + [증정] 에브리타임 망고 플레이버 3포,62500,40000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260330084741_e22118277a0e423a97db57f247884680.jpg
20260406,2484405,5,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 30입 - 시그니처 기프트 에디션 (공식수입),109000,40000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260330093132_df26169bb0f8444386d2aead48ef765c.jpg
20260406,7320451,6,센트룸,[센트룸] 맛있는 멀티비타민 미네랄 멀티구미 (80구미),24000,50000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260331182647_376cf979d98b4eae9afe483f3f327ff0.jpg
20260406,7066484,7,정관장,에너지선물 [정관장] 활기력 에너지박스 (20ml x 20병),39900,30000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251229091939_791c223811644c668143bf9605284b3f.jpg
20260406,10056171,8,뉴트리포유,명품 비타민 뉴트리포유 듀얼+ 이뮨 종합 멀티비타민&미네랄 7입+2입 증정 - 선물하기 단독 에디션,19900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260219100848_1c2cc8073bd44eaab9f09d6b8fb8f34c.jpg
20260406,12159594,9,정관장,신상비타민선물 [정관장] 활기마이트(액상30ml+분말500mg) 7입 + [증정] 1입,35000,4322,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260330085811_1a59db8944564de7b7501ea3689089e0.jpg
20260406,12805409,10,옵티젠,"""간건강+스트레스 피로개선""옵티젠 바이탈 밀크씨슬&비타민(B,C,D,E)or리프레쉬 마그네슘&징코플러스 10입_",29900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316091305_4b0dd89969c44afcbd6cfae6aa2708da.jpg
20260406,2941722,11,정관장,에너지선물 [정관장] 활기력 맥스 에너지박스 (20ml x 16병) + [증정] 활기마이트 1입,39900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260313105724_1e7c39482179448fb820e459e5157d33.jpg
20260406,5551542,12,종근당건강,프리미엄 비타민 아임비타 멀티비타민 이뮨샷 1박스(5입),12900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260212170043_4f105758100541bcafc246005dcfc8e7.jpg
20260406,8254873,13,정관장,[정관장] 에브리타임 샷 (20ml x 30병) _ 대한민국 명품 홍삼정농축액 함유,80500,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260105094425_72406ce9ef8b401888170de35dc0d5e4.jpg
20260406,6371333,14,정관장,"[정관장] 활기력부스터 박스 (400mg x 20정 + 20ml x 20병,이중복합제형)",53500,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260223095433_f050371f3bc241d6a58c9821685a20c7.jpg
20260406,8167919,15,오쏘몰,독일 오쏘몰 신제품 오쏘몰 바이탈 m/f 남성/여성 선택가능 14입 - 시그니처 기프트 에디션 (공식수입),59800,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251027092452_af6b97f873cf48329e28ca25d0c4d8e5.jpg
20260406,3947030,16,센트룸,[센트룸] Best 멀티비타민 6종 택1 (맨/우먼/칼슘+D/에너지B),27000,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251216163300_98b28719fd62466c955e338fb95b25de.jpg
20260406,11495919,17,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 21입 - 시그니처 기프트 에디션 (공식수입),79000,9568,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250417134407_12e23d0c557e48c08a89986366e63791.jpg
20260406,10263702,18,뉴트리원,1등 비타민 [뉴트리원] 올인원 종합비타민 이뮨샷 2박스(14병/2주분) +쇼핑백&2병/ 멀티비타민&미네랄&명품비타민,34800,9829,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251114085709_5bd698f07dea4a8eac3a128fc110002b.jpg
20260406,3252731,19,고려은단,고함량 비타민C 고려은단 메가도스C 3000 100포 / 분말비타민C,28000,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250923120548_190dfc3e654b44c3a77698419e5f1162.jpg
20260406,7948462,20,종근당,올인원 명품비타민 이뮨 멀티비타민 미네랄 7+2입 마시는 액상 종합 비타민 수험생 직장인 부모님 건강 선물,23800,30000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316095200_12825b61f01c455382da0957c15121a9.jpg
20260406,6576216,21,종근당건강,아임비타 멀티비타민 이뮨샷 1박스(10입) / 비타민선물 응원선물 신년 새해 선물 직장동료선물,27900,60000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260324082536_321ee216b48a40c595d1dfb87966a046.jpg
20260406,3812966,22,려원담,"추천GIFT ""활력과 기력이 필요한 당신"" 6년근 홍삼 활기담 홍삼 앰플 30병 (쇼핑백)_건강기능식품",50000,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260309085022_6ee4f6e13bf2453f9ac48c1eba70eac4.jpg
20260406,7044096,23,고려은단,고려은단 메가도스 이뮨샷 10개입 X 2개 / 멀티비타민 아미노산 아르기닌,39900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260330120246_8eef5f51a28a4c46ba1cb24ee812b6a1.jpg
20260406,999713,24,정관장,[정관장] 활기력 (20ml x 10병),29000,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082607_8bbbfe2e4a3641e3996324de4c0e3909.jpeg
20260406,6292266,25,GNM자연의품격,"""초콜렛 증정"" [한판에 종합비타민+밀크씨슬+루테인+알티지오메가3] GNM 올인원 뉴트리션 멀티비타민 1박스",35900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260406113627_061bd70ed7f140a494d1292b5a62fe73.jpg
20260406,10903147,26,닥터블릿,"""올인원 명품비타민"" 이뮨비타민 올인원 멀티비타민&미네랄 프로 30병+쇼핑백증정",52900,3133,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260128103753_3825d84cf4284afea316faf85efd9adb.jpg
20260406,7300546,27,원기담,"""당신을 위한 면역력"" 원기담 6년근 홍삼정 활력 20gx20병",29500,9376,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260219100232_d684d7a8c03f41659c3282bd12c60744.jpg
20260406,5374831,28,정원삼,"""면역력 증진"" 정원삼 6년근 고려홍삼정 365스틱 30포",28900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250515235516_d15115b9c0be437fb1039486f2a305ef.jpg
20260406,11570052,29,대웅생명과학,피로개선&에너지충전 대웅생명과학 액상 멀티비타민 이뮨 앤 피로개선 7병 2박스 /밀크씨슬 액상비타민,30000,2741,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260317173303_9748adf9876e4e78a0e2be2e41b69f37.jpg
